Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
2024-betty-ford-forever-first-class-postage-stamps,2024  Betty Ford  Forever First Class Postage Stamps,"<p><strong>Description:</strong></p>
<p>The stamp design was unveiled at the White House by First Lady Jill Biden, Postmaster General Louis DeJoy and Susan Ford Bales, daughter of former President Gerald R. Ford and former First Lady Betty Ford.</p>
<p>The dedication ceremony for the Forever stamp will be held April 5 ?a three days before the 106th anniversary of her birth. The event will take place at the Annenberg Health Sciences Building located at Eisenhower Health in Rancho Mirage, CA.</p>
<p>?¡ãBetty Ford changed the role of first lady,?¡À said Postmaster General DeJoy. ?¡ãShe used the role not just as a platform to represent the nation and advance and support her husband, she used it to speak openly and honestly about issues she cared about, and about personal issues she faced.?¡À</p>
<p>Elizabeth Anne Bloomer Ford (1918¡§C2011), wife of the 38th president, was first lady of the United States from 1974 to 1977. After the Watergate scandal forced the resignation of President Richard Nixon on Aug. 9, 1974, and an earlier scandal pushed out Vice President Spiro Agnew, Gerald Ford became the first U.S. president who had never been elected president or vice president. In her new role as first lady, Betty Ford, impressed the American public in interviews by showing humor and frankness about controversial issues facing the country.</p>
<p>?¡ãMom would be humbled and grateful beyond words for the extraordinary tribute of her commemorative stamp,?¡À said daughter Susan Ford Bales, who attended the White House event. ?¡ãTo?Mom, the stamp would be a?heartwarming?reminder of joys of millions of breast cancer and substance use disorder survivors who have overcome their diseases?and?individually added to her?legacy of candor and courage.?¡À</p>
<p>While the Fords never intended to inhabit the White House, Betty Ford embraced the role, becoming the most politically outspoken first lady since Eleanor Roosevelt and helping mold the position?¡¥s modern role.</p>
<p>Throughout her husband?¡¥s political career, Mrs. Ford openly fought for women?¡¥s rights, often conflicting with the Republican Party?¡¥s stances. She campaigned tirelessly for the Equal Rights Amendment, which would have mandated constitutional equality for all Americans, regardless of gender.</p>
<p>After being diagnosed with breast cancer, Mrs. Ford underwent a mastectomy on Sept. 28, 1974. While medical issues of previous first ladies weren?¡¥t always disclosed, Mrs. Ford chose to share the story of her treatment for the once-taboo medical condition.</p>
<p>In 1964, Mrs. Ford had begun taking prescription pain pills for a pinched nerve in her neck, developing a substance use disorder over time. In 1978, after an intervention, she entered the Naval Regional Medical Hospital in Long Beach, CA, for treatment. As with her breast cancer, she publicly acknowledged her substance use disorder, changing its perception and putting a face to the disease.</p>
<p>In 1982, Mrs. Ford and former ambassador and close family friend Leonard Firestone established the Betty Ford Center for substance dependency. She agreed to lend her name to the center, hoping to destigmatize substance use disorder treatment at a time when it wasn?¡¥t spoken about openly ?a especially by women ?a and options for treatment were scarce. Her work helped change the way treatment options and those seeking it are viewed by American society.</p>
<!---->",Stamp Online Club,,"","",false,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,500374-Y2-232-24BDFT-1,0.0,shopify,1000,deny,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/484804-L0_8f36666e-7328-42e9-ac32-3c81c9611329.jpg?v=1728360034,1,"",false,,,,,,,,,,,,,,,oz,,,true,,,true,,,draft
2024-betty-ford-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,500374-Y2-232-24BDFT-2,0.0,shopify,1000,deny,manual,69.99,,true,true,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/484804-L1_75a3ed20-ddc3-4aee-bd50-6a74c9f2af56.jpg?v=1728360034,2,"",,,,,,,,,,,,,,,,oz,,,,,,,,,
2024-betty-ford-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,500374-Y2-232-24BDFT-3,0.0,shopify,1000,deny,manual,179.99,,true,true,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/484804-L2_1d0178b7-a887-4587-9fde-6cb927ea879d.jpg?v=1728360034,3,"",,,,,,,,,,,,,,,,oz,,,,,,,,,
2024-betty-ford-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,500374-Y2-232-24BDFT-4,0.0,shopify,1000,deny,manual,889.99,,true,true,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,
2024-betty-ford-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,500374-Y2-232-24BDFT-5,0.0,shopify,1000,deny,manual,1769.99,,true,true,,,,,,,,,,,,,,,,,,,,oz,,,,,,,,,
2024-save-manatees-forever-first-class-postage-stamps,2024 Save Manatees Forever First Class Postage Stamps,"<p><strong>Description:</strong></p>
<p>The?<em>Save Manatees</em>?stamp is being issued to create awareness about the threats posed to this beloved marine mammal. Human vigilance is crucial for the protection of the threatened West Indian manatee?aboth to minimize motorboat strikes and to maintain the aquatic plants on which it feeds.</p>
<p>The gentle West Indian manatee?inhabits warm inland waterways in Florida and warm areas of the coastal Atlantic, Caribbean, and Gulf of Mexico. The Florida manatee, present year-round in the state?¡¥s rivers and springs, is one of two subspecies of West Indian manatee<em>.</em></p>
<p>The stamp?¡¥s stylized artwork, predominantly aqua-colored, shows a manatee underwater, placidly lolling near the surface.</p>
<p>These slow-swimming marine mammals hungrily feed on shallow-water aquatic plants, eating up to 10 percent of their body weight each day. An adult West Indian manatee typically weighs about 1,000 to 1,500 pounds and is about eight to 11 feet long. Its prehensile lips and its sensitive, flexible whiskers help the manatee guide its leafy meals to its mouth. The manatee?¡¥s busy feeding schedule is interrupted by frequent underwater naps, during which the animal surfaces to breathe every 10 minutes or so?amore often when actively swimming. Florida manatees thrive in water of 68??F or warmer. Their summer range reaches the coastal Carolinas?afarther north on occasion.</p>
<p>Manatees have no natural predators but are slow to reproduce. A female manatee gives birth to one offspring at a time, nursing for several months before the calf starts eating plants. A mother may tend to her young for up to about two years, communicating with touches, nuzzling ?¡ãkisses?¡À and sounds including chirps, squeaks, and squeals.</p>
<p>West Indian Manatee populations have rebounded from lows of only several hundred individuals in the 1970s. In 2017, its status under the Endangered Species Act was upgraded from?endangered to threatened. Although thousands of West Indian Manatees exist today, surging numbers of die-offs have recently raised alarm.</p>
<p>Toxic algae blooms, worsened by pollution, kill seagrass. In recent years, this loss of manatees?¡¥ primary food resources has led to starvation. Collisions with fast-moving watercraft can also prove fatal; almost all grown manatees bear scars from boat propellers.</p>
<p>This docile creature benefits from watercraft speed limits, refuge areas, and heightened awareness of manatee vulnerability. To help protect Florida?¡¥s official marine mammal, many residents purchase ?¡ãSave the Manatee?¡À license plates, raising funds for conservation and increasing awareness.</p>
<!---->",OnlineStampClub,,"","",false,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,,0.0,shopify,1000,deny,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/684804-L0.jpg?v=1728360029,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
2024-save-manatees-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,,0.0,shopify,1000,deny,manual,69.99,,true,true,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/684804-L1.jpg?v=1728360029,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
2024-save-manatees-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,,0.0,shopify,1000,deny,manual,179.99,,true,true,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/684804-L2.jpg?v=1728360029,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
2024-save-manatees-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,,0.0,shopify,1000,deny,manual,889.99,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2024-save-manatees-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,,0.0,shopify,1000,deny,manual,1769.99,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2024-celebration-blooms-forever-first-class-postage-stamps,2024 Celebration Blooms Forever First Class Postage Stamps,"<p><strong>Description:</strong></p>
<p><em>Celebration Blooms</em>, a new Forever? stamp from the U.S. Postal Service, offers a dreamy tableau of abstract flowers and greenery created especially for life?¡¥s singular moments.</p>
<p>The stamp design features brilliantly colored abstract flowers rendered in ink and gouache paint. Gouache is known for its lustrous color, which the artist used to create the vivid hues of red, yellow, purple, pink, green, and blue that grace this horizontal floral illustration.</p>
<p>Similar in design to the two-ounce Wedding Blooms stamp, this stamp can be used on RSVP envelopes often enclosed with wedding invitations in addition to general correspondence. It is also perfect for party invitations, thank-you notes, and important announcements.</p>
<!---->",OnlineStampClub,,"","",false,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,,0.0,shopify,999,deny,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/581204-L0.jpg?v=1728360024,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/581204-L0.jpg?v=1728360024,lb,,,true,,,true,,,active
2024-celebration-blooms-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,,0.0,shopify,999,deny,manual,69.99,,true,true,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/581204-L1.jpg?v=1728360024,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/581204-L0.jpg?v=1728360024,lb,,,,,,,,,
2024-celebration-blooms-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,,0.0,shopify,1000,deny,manual,179.99,,true,true,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/581204-L2.jpg?v=1728360024,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/581204-L0.jpg?v=1728360024,lb,,,,,,,,,
2024-celebration-blooms-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,,0.0,shopify,999,deny,manual,889.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/581204-L0.jpg?v=1728360024,lb,,,,,,,,,
2024-celebration-blooms-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,,0.0,shopify,1000,deny,manual,1769.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/581204-L0.jpg?v=1728360024,lb,,,,,,,,,
2024-bluegrass-stamp-forever-first-class-postage-stamps,2024 Bluegrass Stamp Forever First Class Postage Stamps,"<p><strong>Description:</strong></p>
<p>Born in the mid-20th century, bluegrass defies time, drawing inspiration from the past while also openly embracing innovation. At once rural and urban, emotional and highly technical, this singular American music style remains unconstrained by geography, attracting fans worldwide who all share the same passion for what they affectionately call the ?¡ãhigh lonesome sound.?¡À</p>
<p>Inspired by vintage bluegrass concert posters, the stamp art features four acoustic string instruments typical of bluegrass bands: guitar, five-string banjo, fiddle, and mandolin. Text at the top of the stamp reads ?¡ãHigh Lonesome Sound,?¡À the title of a 1963 documentary about Appalachian folk music and a familiar nickname for bluegrass.</p>
<p>The five-string banjo dominates the sound of bluegrass and, along with guitar, mandolin, and bass, sets the rhythmic foundation of this often fast-paced music. Fiddle, mandolin, banjo, and guitar evoke a range of melodic flavors and emotions in their solos and backup. Instrumental dexterity, combined with tight vocal harmonies and heartfelt, sometimes mournful lyrics, creates an electrifying and emotional experience for both performers and listeners.</p>
<p>Music historians generally agree that bluegrass as we know it originated with Bill Monroe (1911¡§C1996), who drew on old-time fiddle and church music as well as gospel, blues, and jazz to fashion a style of music that was both brand-new and achingly familiar. By 1945, Monroe and his band, the Blue Grass Boys, had solidified the key components of bluegrass: refined vocal harmonies, driving tempos, and outstanding musicianship.</p>
<p>Once viewed as a type of country music, bluegrass?awhich musicologist Alan Lomax famously described as ?¡ãfolk music with overdrive?¡À?aemerged as its own distinct genre in the 1950s. Soon the music could be found just about everywhere, from college campuses and large urban areas to television shows and movies. Outdoor festivals became a mainstay of bluegrass in the 1970s, a period when the music took off in new directions as bands eagerly incorporated influences from rock and pop.</p>
<p>Today, although bluegrass enjoys relatively little radio exposure, the music continues to thrive. The nonprofit International Bluegrass Music Association was founded in 1985, a bluegrass category was added to the Grammy Awards in 1989, and the Bluegrass Music Hall of Fame was founded in Owensboro, Kentucky, in 1991.?<em>Billboard?</em>launched its bluegrass albums chart in 2002, two years after the wildly popular soundtrack to the film?<em>O Brother, Where Art Thou?</em>?introduced bluegrass to yet another generation of fans. Today, bluegrass festivals held around the world, like the Telluride Bluegrass Festival in Colorado and Bluegrass Live! in North Carolina, draw thousands of fans every year.</p>
<!---->",OnlineStampClub,,"","",false,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,,0.0,shopify,1000,deny,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/484704-L0.jpg?v=1728360019,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/484704-L0.jpg?v=1728360019,lb,,,true,,,true,,,active
2024-bluegrass-stamp-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,,0.0,shopify,1000,deny,manual,69.99,,true,true,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/484704-L1.jpg?v=1728360019,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/484704-L0.jpg?v=1728360019,lb,,,,,,,,,
2024-bluegrass-stamp-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,,0.0,shopify,1000,deny,manual,179.99,,true,true,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/484704-L2.jpg?v=1728360019,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/484704-L0.jpg?v=1728360019,lb,,,,,,,,,
2024-bluegrass-stamp-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,,0.0,shopify,1000,deny,manual,889.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/484704-L0.jpg?v=1728360019,lb,,,,,,,,,
2024-bluegrass-stamp-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,,0.0,shopify,1000,deny,manual,1769.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/484704-L0.jpg?v=1728360019,lb,,,,,,,,,
2024-garden-delights-forever-first-class-postage-stamps,2024 Garden Delights  Forever First Class Postage Stamps,"<p><strong>Description:</strong></p>
<p>The U.S. Postal Service has issued Garden Delights, four stamps celebrating the flora of America?¡¥s spring and summer gardens and the vital role of hummingbirds in their pollination. Each stamp showcases a female ruby-throated hummingbird hovering next to either a zinnia, cigar flower, spotted touch-me-not or sunflower. A dedication for the stamps was held today in Strongsville.</p>
<p>The bloom of spring flowers is a source of delight for gardeners and non-gardeners alike, particularly after the chill of a long winter. While gardens provide joy, sustenance, and a sense of purpose to those who tend them, they also give birds, plants and animals a refuge and the resources they need to survive.</p>
<p>No garden would be complete without the buzzes, hums and musical melodies of nature?¡¥s visiting wildlife. Hummingbirds, in particular, bring joy to summer gardens with their unusual features and petite size.</p>
<p>Hummingbirds are found only in the Americas, with about 16 different species native to the United States. Ruby-throated hummingbirds (<em>Archilochus colubris</em>) are among the smallest ?a about the weight of a penny and 3.5 inches long. They are the only hummingbirds found in the gardens of the eastern and central parts of the United States.</p>
<p>Unique among birds, these tiny, aerodynamic marvels are remarkable pollinators. More than 7,000 flowering plants rely on hummingbirds to collect and deliver the pollen needed to produce fruit and seeds.</p>
<!---->",OnlineStampClub,,"","",false,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,,0.0,shopify,1000,deny,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/684704-L0.jpg?v=1728360014,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
